       1.0000000        1.0000000        1.0000000       0.00000000        2485.0000        4371.0000        4.8000000        2.6000000        24.100000        4.5000000        10.000000 
       2.0000000        1.0000000       0.00000000       0.00000000        1588.0000        1171.0000       0.80000000        2.1000000        5.8000000        1.8000000        5.0000000 
       3.0000000        1.0000000       0.00000000       0.00000000        1116.0000        1071.0000        2.2000000        2.4000000        10.800000        1.8000000        5.0000000 
       4.0000000        1.0000000        1.0000000       0.00000000        959.00000        3671.0000        8.6000000        3.2000000        28.300000        2.9000000       -999.00000 
       5.0000000        1.0000000       0.00000000       0.00000000        529.00000        857.00000        2.9000000       0.90000000        12.700000       0.40000000        2.0000000 
       6.0000000        1.0000000       0.00000000       0.00000000        755.00000        663.00000        1.2000000        1.7000000        5.1000000       0.40000000        14.000000 
       7.0000000        1.0000000        1.0000000       0.00000000        889.00000        2190.0000        5.7000000        2.1000000        12.800000        3.4000000        19.000000 
       8.0000000        1.0000000       0.00000000       0.00000000        838.00000        789.00000        1.5000000        1.7000000        10.500000        1.4000000        7.0000000 
       9.0000000        1.0000000       0.00000000       0.00000000        908.00000        462.00000      -0.90000000        1.9000000        6.9000000       0.40000000        6.0000000 
       10.000000        1.0000000       0.00000000       0.00000000        1009.0000        2624.0000        6.2000000        2.4000000        28.800000        3.8000000        16.000000 
       11.000000        1.0000000       0.00000000       0.00000000        907.00000        2160.0000        6.0000000        2.5000000        16.300000        7.0000000        26.000000 
       12.000000        1.0000000        1.0000000       0.00000000        533.00000        608.00000        2.8000000        2.3000000        5.4000000        1.1000000        15.000000 
       13.000000       0.00000000       0.00000000       0.00000000        1307.0000        5350.0000        7.0000000        1.4000000        22.100000        2.6000000       -999.00000 
       14.000000       0.00000000       0.00000000       0.00000000        799.00000       -999.00000        3.6000000       -999.00000        18.100000        1.5000000       -999.00000 
       15.000000        1.0000000       0.00000000       0.00000000        1009.0000        727.00000        1.0000000        2.3000000        9.1000000        4.7000000        27.000000 
       16.000000       0.00000000       0.00000000       0.00000000        746.00000        869.00000        2.2000000        1.6000000        10.900000       -999.00000        7.0000000 
       17.000000        1.0000000        1.0000000       0.00000000        1386.0000        1704.0000        5.1000000        4.3000000        12.400000        2.3000000        5.0000000 
       18.000000        1.0000000        1.0000000       0.00000000        944.00000        1329.0000        4.8000000        3.4000000        17.400000        2.4000000        20.000000 
       19.000000       0.00000000       0.00000000       0.00000000        431.00000        1483.0000        6.8000000        1.9000000        12.600000        2.0000000       -999.00000 
       20.000000        1.0000000       0.00000000       0.00000000        863.00000        944.00000        3.3000000        3.0000000        21.500000        2.5000000        9.0000000 
       21.000000        1.0000000        1.0000000       0.00000000        1194.0000        975.00000        1.4000000        2.2000000        7.1000000        2.6000000        50.000000 
       22.000000        1.0000000        1.0000000       0.00000000        455.00000        823.00000        4.8000000        2.4000000        13.200000       0.60000000        25.000000 
       23.000000        1.0000000        1.0000000       0.00000000        737.00000        710.00000        2.1000000        2.2000000        7.3000000        1.0000000        3.0000000 
       24.000000        1.0000000       0.00000000       0.00000000        777.00000        1038.0000        3.3000000        2.2000000        25.600000        1.0000000        5.0000000 
       25.000000        1.0000000       0.00000000       0.00000000        1973.0000        2967.0000        4.2000000        2.6000000        17.100000        7.3000000       -999.00000 
       26.000000        1.0000000        1.0000000       0.00000000        1030.0000        2348.0000        5.8000000        2.5000000        8.3000000        3.6000000        14.000000 
       27.000000        1.0000000       0.00000000       0.00000000        1420.0000        1035.0000        1.4000000        2.7000000        6.1000000       0.70000000        11.000000 
       28.000000        1.0000000       0.00000000       0.00000000        539.00000        841.00000        4.4000000        2.6000000        10.300000       0.50000000        1.0000000 
       29.000000        1.0000000        1.0000000       0.00000000        1055.0000        1186.0000        2.8000000        2.4000000        12.000000        2.3000000        15.000000 
       30.000000        1.0000000       0.00000000       0.00000000        460.00000        696.00000        4.5000000        2.8000000        7.9000000       0.40000000        16.000000 
       31.000000        1.0000000        1.0000000       0.00000000        1392.0000        1450.0000        2.5000000        2.3000000        9.6000000        1.7000000        6.0000000 
       32.000000        1.0000000       0.00000000       0.00000000        511.00000        805.00000        3.4000000        1.6000000        10.900000        1.7000000        7.0000000 
       33.000000        1.0000000       0.00000000       0.00000000        901.00000        657.00000        1.8000000        3.1000000        13.800000        1.1000000        2.0000000 
       34.000000        1.0000000        1.0000000       0.00000000        4768.0000        7064.0000        3.9000000        2.3000000        21.600000        3.0000000        57.000000 
       35.000000        1.0000000       0.00000000       0.00000000        1254.0000        1038.0000        1.8000000        2.6000000        13.200000        2.0000000        13.000000 
       36.000000       0.00000000       0.00000000       0.00000000        817.00000       -999.00000        7.2000000       -999.00000        17.700000        3.7000000       -999.00000 
